Gender,What is your current level of study?,Which type of clothing do you prefer the most?,What do you usually  prefer  to wear for college use?,Does your college have a uniform policy?,How often you buy clothes ?,Which shopping method do you prefer?,what do you prefer in this for shopping ?,What price range do you prefer per clothing item?,What is your average spending ? (per year),Are discounts and offers important while purchasing clothes?,How confident are you while selecting clothes without assistance?,What is the main reason for regret ?,"Do you take opinions  before purchasing, if yes whose opinion?",What makes you trust a fashion brand or platform?,Which factor would make you buy a brand more frequently?,"Is there anything you would like to share about your fashion choices, shopping experience, or challenges you face while buying clothes?",average_spending,clean_feedback,cluster,feedback_sentiment
female,mbbs / medical,casual wear,casual wear,yes,on festival,online shopping,"more variety, convenience",below ₹500,18217,yes,very confident,poor fit,friends,reviews,better prices,,18217.0,,2,Neutral
female,diploma,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",₹500 – ₹1000,14820,yes,very confident,poor fit,friends,reviews,better prices,,14820.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,22000,no,very confident,quality issues,friends,quality assurance,better quality,,22000.0,,0,Neutral
female,post-graduate,casual wear,mixed,no,2-3 weeks,online shopping,"more variety, convenience",above ₹2000,24625,yes,very confident,price not worth it,friends,reviews,better prices,,24625.0,,0,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,17205,yes,very confident,poor fit,friends,reviews,better prices,,17205.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,19051,yes,very confident,quality issues,friends,reviews,better prices,,19051.0,,0,Neutral
male,m.tech / m.e,sports wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,24001,yes,very confident,different from images,friends,quality assurance,better quality,good price and comfort,24001.0,good price comfort,0,Positive
male,b.tech / b.e,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,11369,no,very confident,quality issues,friends,quality assurance,better quality,nothing,11369.0,nothing,2,Neutral
male,post-graduate,sports wear,formals,no,2-3 weeks,offline shopping,"better prices, try before buying",below ₹500,24864,no,very confident,quality issues,friends,quality assurance,better quality,,24864.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,20099,yes,very confident,quality issues,friends,reviews,better prices,i love to buy my selected clothes but my mom never agree...,20099.0,love buy selected clothes mom never agree,0,Positive
female,diploma,casual wear,casual wear,no,on festival,both,"better prices, try before buying",above ₹2000,29359,yes,very confident,poor fit,friends,reviews,better prices,,29359.0,,1,Neutral
female,diploma,ethnic wear,formals,yes,on festival,online shopping,"more variety, convenience",₹1001 – ₹2000,17999,yes,very confident,poor fit,friends,reviews,better prices,nothing,17999.0,nothing,2,Neutral
female,b.tech / b.e,casual wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,15852,yes,very confident,poor fit,friends,reviews,better prices,,15852.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,15754,yes,very confident,price not worth it,friends,reviews,better prices,,15754.0,,2,Neutral
male,m.tech / m.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,26579,sometimes,very confident,price not worth it,friends,quality assurance,better quality,no,26579.0,,1,Negative
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",below ₹500,29400,yes,very confident,different from images,friends,reviews,better prices,,29400.0,,1,Neutral
male,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,21227,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,21227.0,,0,Neutral
male,m.tech / m.e,sports wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,20587,sometimes,very confident,poor fit,friends,quality assurance,better quality,,20587.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,17358,yes,very confident,price not worth it,friends,reviews,better prices,,17358.0,,2,Neutral
male,m.tech / m.e,formal wear,formals,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,11050,no,very confident,no regret,friends,quality assurance,better quality,,11050.0,,2,Neutral
female,b.tech / b.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",below ₹500,20992,yes,very confident,quality issues,friends,reviews,better prices,,20992.0,,0,Neutral
female,diploma,casual wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",above ₹2000,14757,yes,very confident,different from images,friends,reviews,better prices,,14757.0,,2,Neutral
male,mbbs / medical,formal wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",₹1001 – ₹2000,12112,sometimes,very confident,no regret,friends,quality assurance,better quality,,12112.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,26144,yes,very confident,quality issues,friends,reviews,better prices,,26144.0,,1,Neutral
female,mbbs / medical,ethnic wear,mixed,no,on festival,both,"better prices, try before buying",₹1001 – ₹2000,31906,yes,very confident,quality issues,friends,reviews,better prices,nothing,31906.0,nothing,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,27831,yes,very confident,no regret,friends,reviews,better prices,no,27831.0,,1,Negative
male,post-graduate,formal wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",₹500 – ₹1000,17735,yes,very confident,different from images,friends,quality assurance,better quality,,17735.0,,2,Neutral
male,diploma,casual wear,casual wear,no,on festival,both,"better prices, try before buying",above ₹2000,23306,yes,very confident,no regret,friends,quality assurance,better quality,,23306.0,,0,Neutral
male,b.tech / b.e,sports wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,22959,yes,very confident,price not worth it,friends,quality assurance,better quality,no,22959.0,,0,Negative
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,21730,yes,very confident,poor fit,friends,reviews,better prices,,21730.0,,0,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,31043,yes,very confident,quality issues,friends,reviews,better prices,,31043.0,,1,Neutral
male,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,22289,sometimes,very confident,poor fit,friends,quality assurance,better quality,,22289.0,,0,Neutral
female,b.tech / b.e,casual wear,mixed,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,19967,yes,very confident,poor fit,friends,reviews,better prices,,19967.0,,0,Neutral
male,diploma,formal wear,mixed,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,13520,no,very confident,no regret,friends,quality assurance,better quality,,13520.0,,2,Neutral
male,mba,formal wear,formals,yes,1-2 months,both,"better prices, try before buying",below ₹500,14647,yes,very confident,different from images,friends,quality assurance,better quality,idk,14647.0,idk,2,Negative
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,21257,yes,very confident,price not worth it,friends,reviews,better prices,no,21257.0,,0,Negative
female,mbbs / medical,casual wear,mixed,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,16725,yes,very confident,poor fit,friends,reviews,better prices,,16725.0,,2,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,online shopping,"more variety, convenience",below ₹500,22865,yes,very confident,price not worth it,friends,reviews,better prices,,22865.0,,0,Neutral
female,m.tech / m.e,ethnic wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,30026,yes,very confident,quality issues,friends,reviews,better prices,,30026.0,,1,Neutral
male,post-graduate,sports wear,casual wear,no,2-3 weeks,offline shopping,"better prices, try before buying",₹1001 – ₹2000,26407,no,very confident,quality issues,friends,quality assurance,better quality,,26407.0,,1,Neutral
male,b.tech / b.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,26890,sometimes,very confident,quality issues,friends,quality assurance,better quality,no,26890.0,,1,Negative
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,28683,yes,very confident,quality issues,friends,reviews,better prices,,28683.0,,1,Neutral
female,m.tech / m.e,casual wear,mixed,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,18996,yes,very confident,no regret,friends,reviews,better prices,,18996.0,,0,Neutral
female,diploma,casual wear,jeans & t-shirts,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,15204,yes,very confident,quality issues,friends,reviews,better prices,to find good fit for me,15204.0,find good fit,2,Positive
male,m.tech / m.e,sports wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,22424,no,very confident,different from images,friends,quality assurance,better quality,,22424.0,,0,Neutral
male,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",below ₹500,25302,sometimes,very confident,different from images,friends,quality assurance,better quality,,25302.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",below ₹500,27648,yes,very confident,different from images,friends,reviews,better prices,,27648.0,,1,Neutral
male,diploma,formal wear,mixed,yes,on festival,offline shopping,"better prices, try before buying",₹1001 – ₹2000,15298,no,very confident,no regret,friends,quality assurance,better quality,,15298.0,,2,Neutral
male,mba,formal wear,formals,no,1-2 months,both,"better prices, try before buying",below ₹500,19691,yes,very confident,no regret,friends,quality assurance,better quality,not sure about what to buy just pick up from what designs the shop person shows. dont know what type of styling suits perfectly.,19691.0,sure buy pick design shop person show dont know type styling suit perfectly,0,Positive
female,m.tech / m.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,21181,yes,very confident,poor fit,friends,reviews,better prices,,21181.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,19500,yes,very confident,no regret,friends,reviews,better prices,,19500.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,17361,yes,very confident,poor fit,friends,reviews,better prices,,17361.0,,2,Neutral
male,mbbs / medical,formal wear,mixed,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,11922,sometimes,very confident,no regret,friends,quality assurance,better quality,,11922.0,,2,Neutral
female,m.tech / m.e,casual wear,mixed,no,1-2 months,online shopping,"more variety, convenience",below ₹500,29521,yes,very confident,poor fit,friends,reviews,better prices,,29521.0,,1,Neutral
female,m.tech / m.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,30979,yes,very confident,no regret,friends,reviews,better prices,,30979.0,,1,Neutral
male,b.tech / b.e,sports wear,jeans & t-shirts,yes,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,12017,yes,very confident,different from images,friends,quality assurance,better quality,,12017.0,,2,Neutral
male,mbbs / medical,sports wear,casual wear,no,on festival,offline shopping,"better prices, try before buying",above ₹2000,26808,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,26808.0,,1,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,19599,yes,very confident,poor fit,friends,reviews,better prices,medium price with little high quality,19599.0,medium price little high quality,0,Neutral
